803,There are bacteria in the river water,It's not healthier than well or treated water.,River is not purest form of drinking water but spring so it will be healthier drinking spring water and not river water..
804,Businesses sell goods for profit,Most of the goods are not free.,Most goods cost money.
805,Plastic is not durable for the key,Keys are shouldnot made of plastic,Keys are usually made of strong metal
806,Smelly rooms make it difficult to stay in,"If a house stinks, an unpleasant smell is present and as we don’t like unpleasant smells, we would clean the house.",MY HOUSE IS STINKS AND I DON'T KNOW WHY
807,Milk will spoil after it is opened at room temperature for a month,Milk will go bad in a day if left open at room temperature.,Milk will spoil if it is not refrigerated.
808,Paper towels are made of grass,"Trees for paper towels are often grown specifically to be cut down, and are re-planted after",More disposable products are necessary to protect trees.
809,Dragons are imaginary animals,Dragon are no longer available in this world.,"A legendary dragon is a fictitious creature, so we can not see them in real life."
810,Copying homework is a kind of irresponsible behavior for learning,"If homework is copied, it isn't your own work and thus pointless.",Copying homework is a bad thing
811,Baldness is common in old age due to genetic problems,Many people do go bald as they get older.,Men often go bald as they age.
812,We usually cry when we are sad,"When we're laughing, we are not usually sad","When wouldnot laughing, we are usually sad"
813,A computer can function without a mouse,"the mouse is used to click and scroll, not run the computer",The mouse is usually the core of a computer
814,Too much x-ray is harmful to the human body,x-rays rays are bad for health,x-rays are dangerous
815,Taking too much medicine is generally harmful to the body,overdoses are my favorite,Too much of anything can be bad for you.
816,Closing the curtains will obscure the Windows,Closing curtains blocks the outside view of the window.,"When we want to look out the window, we open the curtains."
817,You can't log in the new website without an account,When we want to log into a new website it is  necessary to register,"In order to log in to something, you have to register first."
818,exercising for a long time make people tired,We feel tired after exercising for a long time.,Exercising for a long time makes you tired
819,water cups are used to retain liquids,people usually use silvar alumiyam to retain meal,water cup is needed for a meal
820,Doctors go to the hospital to cure others' illness,Doctor usually seems to go to hospital.,Doctors go to the hospital because it is their job.
821,only the injured person needs to call an ambulance,People will call police not ambulances.,The normal thing is to call the police if you find thieves
822,There are many cars driving on the highway,Highway is not the place of playing.,"Highway is a place for cars, not people."
823,the guide's job is to help tourists,Guide can help the people in travel.,Guide's are meant for helping travelling people
824,Eating junk food leads to obesity,Junk food isn't so good to be eaten in huge amount.,Humans should not eat too much junk food.
825,Polluted water is harmful to human,People should pollute water resources,Water pollution is not something that is encouraged.
826,Glasses can help myopic people see clearly,Myopic people usually need glasses for see.,"Myopia is short-sightedness, and glasses are used to correct poor vision."
827,The environment in parks is usually great,walking around parks is a common activity,Parks are suitable for planting plants
828,running without shoes must hurt your feet,People can run with or without shoes.,"Usually, people wear shoes to run so they can protect their feet."
829,clothes made of wood are rare,Wooden clothes would cause splinters,People usually wear clothes should not made of wood
830,Pigeons usually have a sense of direction,Pigeons have no sense of direction and are dumb.,some People send letters with pigeons
831,Too much sugar can damage your teeth,because its too bad,PEOPLE SHOULDN'T EAT LOT OF SUGAR
832,one person will die quickly without the heart beating,it's easy for people with hearts to survive,"Heart is a vital organ, you cannot survive if you dont have  a heart."
833,Wild tigers may attack humans,Wild tigers don't see humans.,"Humans are afraid to wild tigers, they are not tamed."
834,Elephants are much bigger than snakes,snakes did not eat elephants because an elephant is much bigger,"Elephants are much larger than snakes, and so are not commonly eaten by them"
835,Trees can absorb vehicle exhaust,Trees can grow beside the road.,"there are many roads, of all types depending on the environment"
836,humans can breathe with their mouths,HUMANS BREATHE ONLY WITH THEIR NOSES,NOSE IS MAIN PART IN WHOLE BODY AND EASY BREATHE THAT PART
837,Computers are not waterproof,"Water and computers are not compatible, if any component gets wet it would break",BECAUSE WE NEED THE COMPUTER'S HELP
838,Food must pass through the mouth to reach the stomach,humans usually don't eat with their mouths,humans usually  eat with their mouths
839,Rain will rust iron,metail are very sensitive to rain,Iron products will rust in the rain very easily.
840,Monkeys like bananas,People should feed monkeys bananas,Monkeys like bananas.
841,The sunshine is usually weak on rainy days,People wear sunglasses during sunny days.,PEOPLE ARE NOT WEAR IN SUNGLASSES IN RAINY DAYS
842,it's polite to knock before going in,Most of the people knock the door before entering.,People do knock at the door before entering
843,Crab forceps can hurt people's hands,Crab forceps are dangerous for people to grab.,an people usually grab the crab forceps
844,grass usually grows in a warm environment,grass usually grow during rainy season,Grass does not grow in cold environments.
845,people usually perform well when he is relaxed,You usually don't know what to say when you are tensed.,
846,the sunset occurs at dusk,The sun does not set early.,
847,a chair is not big and broad enough,A bed is used to lie,A chair is used for seating.
848,it is tiring to do housework,housework is not a source of entertainment for most people.,HOUSEWORK IS CREATIVE WORK
849,you need to eat food when you are hungry,Because environment is working places,no you need food
850,people prefer to watch good plays,Terrible things cant be loved,It's an oxymoron. I love it is the opposite of it is terrible. How does one love something because it's terrible?
851,outdated equipment is useless,Outdated equipment is unproductive and inefficient.,a company makes a lot of money and its outdated the equipment
852,Most plates will die in extreme climates,Antarctica is too cold for plants.,Antarctic is a climate where it is hard for many types of plants to grow. Maybe some but not many.
853,Cosmetics can cover up skin defects,Cosmetics are applied to make one better looking.,Cosmetics make a person beautiful
854,Basketball has no edges,"the name ball implies a sphere, therefore it cannot be a square.","A basketball is round, not square."
855,the computer doesn't contain a mirror,Mirror is part of a dressing table,computers do not have mirrors
856,the thinner the book is the shorter time it takes to read it,A thin novel should be short and easier to finish quickly.,A novel is a long book
857,There is usually a mirror in the bathroom,but they can put make up on in a bathroom,"People apply make up after washing their face, so the bathroom is the best place to do it."
858,Patients need a quiet environment to rest,Hospitals are not allowed to loud for patients health conditions.,It would upset resting patients
859,Dragon is fictional,dragons are not real so can't be living,you see the living dragon
860,weak people are not suitable to be soldiers,Soldiers are soldiers because they are strong.,Soldiers are trained to be strong.
861,Drinking tea is good for health,People should drink tea,AS TEA IS GOOD FOR HEALTH
862,Family address is personal privacy,it's very dangerous to give your address to strangers,Don't tell stranger private information.
863,the Software is virtual,software is not a material thing,"You can only touch a hardware with your hands, not a software."
864,People who can't swim may drown,You need to be a skilled swimmer to save someone from drowning.,people who drown cannot be saved by those who cannot swim
865,Mistakes can lead to bad consequences,people should concentrate to correct the mistake,We can learn from mistakes.
866,Lightning usually occurs with clouds,"Lightening occurs on cloudy, stormy days.",LIGHTNING WILL BE HAPPEN ONLY IT IS RAINING
867,School is the place to learn,people go to sleeping to home,"People go to school to learn, not to sleep."
868,Doctors need papers to qualify themselves,doctors only write papers,Doctors don't need to write papers
869,Tanks cannot float on the sea,tanks can move only on land and hills,Tanks are land-only transportation.
870,collections in museums are precious and belong to the country,People should never touch the collections in museums.,People should not destroy the collections in museums
871,Dogs are usually humans' friends,Dogs are man's bestfriend.,people love dogs thats why they have a pet dogs
872,Chickens can't fly,Chickens cannot fly.,Chickens cannot fly in the sky.
873,Traveling makes people relax,PEOPLES ARE LOVE TO TRAVEL BECAUSE THEY FEEL VERY EXCITED,people save up their whole lives to travel
874,the sun moves from east to west in a day slowly,if can not find the diection of sun because it nature thing,PEOPLE CAN JUDGE THE DIRECTION BY THE SUN
875,Businessmen don't want to irritate guests,Guests are important to business,GUESTS ARE NOT BUSINESSMEN
876,people move slowly when it is crowded,Crowded areas are not easily traversed.,I AM EASY TO CROSS THE SHOPPING MALL. BECAUSE IT'S CROWDED
877,some people do not drink wine,WITHOUT WINE CANNOT BE LIVE,wine is not vital for life
878,dishonesty isn't good quality,children are encouraged only to be honest,children are taught by parents and teachers to be honest as they're still learning their values
879,Everyone longs for love,LOVE IS A FAITHFUL FEELING,Love is a wonderful feeling.
880,Water is liquid and makes things wet,"Water has the opposite effect, its a liquid.",the water has provide the energy of things
881,driving without a license is not allowed by law,If you drive without a license you will have problems with the police,WE CAN'T DRIVE WITHOUT LICENSE BECAUSE THE POLICE WILL ARREST YOU
882,It's inconvenient to bathe in clothes,People bathe naked.,People is not wear clothes when they take a bath
883,people wash clothes to make them clean,Wasing is done only for dirty clothes.,Dirty clothes are what need to be washed.
884,people may get a tummy upset after drinking river water,River water is not safe to drink,River water is not used for drinking.
885,Gold is very valuable,Gold is liked by all people.,People like gold
886,It's difficult to write while lying down,bed distracted the concentration of students while they do their homework.,Students usually do their homework at desks.
887,wheat is a common food resource,excess of wheat will be of no use,Wheat is use to human beings
888,Mice usually carry pathogens,Humans do NOT like eating mice.,Humans usually like eating mice
889,knives may hurt children,"It is dangerous for children to play with knives, they can hurt themselves",Children don't know knives can be dangerous
890,air conditioning can keep the room cool,people don't use for the air conditioning in hot day,yes the people use to air conditioning on a hot day
891,Falling down makes people hurt and embarrassed,"When people fall they get hurt. So, They are sad not happy.",WHEN THEY FALL DOWN THEY FEEL UNHAPPY
892,People usually rest on holidays,People need to work on workdays,blank
893,reading books when walking is dangerous,Walking requires a person's full attention.,People should not read books when they walk
894,condiments are necessary for cooking,Condiments are for cooking and seasoning food.,Condiments are always used for cooking to make the food tastier.
895,Tigers are carnivores,Tigers are carnivores.,"People cannot feed tigers because tigers are dangerous, and they don't eat grass."
896,It won't snow in hot weather,People can usually see snow in the winter.,Snow usually happens in the winter.
897,there are no thirtieth on February,February does not have 30 days.,There is no February thirtieth
898,it needs keys to open the locked box,There is no way to open a locked box directly.,To open a locked box we need a key.
899,Neighbors live close to you,neighbours are people so it cant be hard,People can easily see their neighbors by going next door.
900,It is unsanitary to grasp food by hand,"Pack food comes in tupperwear, bags, carriers, etc. Not hands.",Hands are not used for packing food.
901,People marry because of love,People marry who they love,people never marry the ones they hate
902,There is usually no food in gymnasiums,people usually go to gym for develop our body,THE PEOPLE USING GYM ONLY FOR BODYBUILDING
903,fish don't live in the sand,Fishing can be done only in water,People go fishing in water.
904,It's usually hotter when the sun is in the sky,"The sun is present during the day, and the sun provides heat as well as light.",The temperature during the night is usually lower than at the day
905,plastic can't suck water,Clothes are used to dry bodies,Plastic does not absorb water.
906,There are many holes in the net,Water is liquid it can't be catched by net,A net would not retain water as it has holes.
907,Calculators are not communication tools,PEOPLE CAN USE TELEPHONE TO MAKE TELEPHONE CALLS,Calculators are using for calculation.
908,The Moon is the Earth's Satellite,the moon are revolves around the earth,the moon revolves around the moon
909,Gasoline smells terrible,an beer is a contains the gasoline,beer contains gas
910,elephants are bigger than human,Elephants are large animals.,Elephants are among the biggest animals.
911,aliens don't exist,We have never seen aliens,IN ZOO WE CAN SEE ONLY ANIMALS AND BIRDS
912,the stone contains no nutrition and can't be digested by people,the stone is not a food,The stone is not edible.
913,the short person is hard to show the beauty of the clothes,Models are taller than average.,Common sense is direct and straightforward.
914,The stone is very hard,Books are made from trees.,books are made of paper
915,the chair is bigger than the bag,Bag can not hold the chairs,Chairs cannot fit in a bag.
916,you will feel excited when you watch interesting movies,An interesting movie would keep you awake.,You cannot fall asleep to an interesting movie.
917,Trees need a lot of nutrition to grow,barren means too poor to produce vegetation.,"If land is barren nothing is there, as it is not ideal to grow there."
918,it will cost lots of time to read long articles,this article is so long that I can't read it easily,"Long articles are hard to read, not easy."
919,uncontrolled things often happen in the sea,Swimming alone can be dangerous especially in the sea.,Sometimes the sea is dangerous and people die
920,it is soldiers' duty to protect their country,"If soldiers are patriotic they would fight to protect their own country, not attack it.",Patriotic people do not attack their own country.
921,there is a lot of waste gas in the city,Fresh air are not available in the city as cities are congeste with buildings and less trees.,There is pollution in the city.
922,the more inexperienced the person is the slower the task gets finished,"If you are inexperienced, you will be finishing a task quite long.",only experienced person can finish the task quickly
923,We must be always on guard against the enemy,FRIENDLY ARE NEED NOT ENEMIES,you can not be friendly with your enemies because they want to harm you
924,a famous university prefers outstanding students,if you are exceptional you can be admitted to the university,An outstanding person has good chances of being admitted to a famous university.
925,the master manipulates his servants,SERVANTS NEED TO SERVE THEIR MASTERS,Servants serve masters.
926,strangers are not allowed to enter my house,Homes are private places.,the house of one is a private place
927,most plants need photosynthesis,a most prefer to grow in the shadow plants,plants to grow in the sun light
928,you needn't turn on the light when there is bright enough,If the room is bright you want to dim the lights not turn them on,If the room is bright you don't need to turn on a light.
929,If you don't wash your hands after using the toilet you may have germs on your hands,After using the toilet hands would have become dirty with germs,Washing hands after the toilet prevents illness.
930,It's cold to wear short sleeves outside in winter,during winter almost all use long sleeves.,IT IS SHORT SLEEVES OUTSIDE
931,The engine won't run without oil,"THE CAR IS DIESEL CAR, THEN WE HAVE TO NEED OIL TO RUN",diesel itself is a fuel so no use of oil
932,Blood is an essential part of the human body,Blood loss is life threatening and easily fatal.,The more blood you lose the healthier you'll not be
933,Drunk driving may lead to an accident,Drunk driving may lead to accidents.,Drunk drivers often cause accidents and are a danger on the road.
934,Aluminum cannot be magnetized,MAGNET CAN ONLY ATTRACT THE IRON,Not all metals are strongly attracted to a magnetic field
935,papers are too weak and fragile,Paper is not sturdy enough to use for walls.,Papers are too soft to make walls
936,Body wash is used to clean the body,You do not brush your teeth with body wash.,BODY WASH NOT USED TO BRUSH OUR TEETH
937,the mind can't be used to manipulate actual things,Mental strength is not the same as physical ability,KEY IS THE OBJECT TO OPEN THE DOOR
938,fire provides a lot of energy to heat food,Water does not have the ability to cook a meal.,"The water is not what cooked the meal, the method of heating is"
939,oil is not drinkable,Oil isn't a type of drink.,Oil is not safe to drink.
940,no man could walk across the ocean,you can't get to the Antarctic on foot as it's surrounded by the ocean,SHE CANNOT TRAVEL TO THE ANTARCTIC ON FOOT
941,books are materials of knowledge and can't be eaten,Books are not edible.,Books are not food.
942,the dishes were eaten during dinner,AFTER DINNER HE DID NOT PREPARED DISHES,Dinner is considered done after preparing the dishes
943,lemonade can only be squeezed from lemons,apples do not produce any form of lemon product.,Lemonade is made by squeezing lemons.
944,hot water adds extra heat in the human body,To cool down we drink something cool.,he drank some cold water to cool down
945,the first meal people eat in the morning is called breakfast,BECAUSE HE WORK SOFTWARE COMPANY,Dinner is eaten at night.
946,ice cream is not effective for pain,Ice cream has no anaesthetic properties,icecream isn't a form of pain relief
947,the guest ate the meal and therefore should pay for the meal,THE WAITER ONLY GIVE THE BILL TO US FOR PAY.,The customer pays the bill.
948,soda must have expired after 20 years,Soda does not age well like alcohol.,"It is impossible for 20-year history, which is a period of time, to be drunk like a soda."
949,people don't eat medicine as meals,Because it mentioned health condition of him,We eat food for lunch.
950,people don't do washing outside home,usually brushing is done at home,people brush their teeth at home before they go to school
951,people take trains of the country,his family going to trip on the train,The family would ride the train.
952,wool is soft and resilient to damage,wool is soft and used for textile purposes,"Desks are usually made of wood, not wool"
953,wood is uncomfortable to step on,carpet only made by the thread,WOOD OF MADE CARPET
954,it costs less to produce artificial leather,real leather is more expensive than artificial leather,Artificial leather shoes are cheap; real leather shoes are expensive.
955,things of tomorrow haven't happened,tomorrow has not happened yet.,"The correct was to say this would be ""He will come here tomorrow."" He cannot be in different points in time"
956,rocks have mass so they naturally fall down,Rocks do not fall up.,usually rocks fall from above
957,clean clothes don't need to be washed,Washing machines clean dirty clothes.,she put clean cloths into a washing machine
958,people don't foresee what's happening in the future,Past can be explained to the next generation.,People share their past with future generations because their futures are unknown.
959,ancient people didn't know about smelting,ancient people made tools of metal,There are no metal during ancient times.
960,people don't chase after bees because bees bite,bees are stingy,Bees sting. So it is best to stay away from them.
961,basketball is a sport playing with hands,In playing basketball it's not allowed to kick the ball.,"Basketballs are thrown/passed, not kicked."
962,newspaper doesn't publish fairy tales,"Newspapers present factual information, not fairy tales, which are fictional.",she not read in newspaper
963,eyeglasses don't make any sound,Radio is used to hear a song.,Because it is our eyes problem
964,people don't eat when they are asleep,Eating process is done before going to bed,He cannot eat cookies when he is already asleep in bed.
965,people can't inhale or exhale with their eyes,i opened my eyes and breathed slowly,I CLOSED MY EYES AND BREATHED HEAVILY
966,a man usually marries a woman,he  can not married his dog,Marriage should be done with humans
967,in a wedding a man will marry his girlfriend,The girlfriend is the bride and you do not invite a bride to the wedding as she is part of the wedding.,HE NOT INVITED GIRLFRIEND
968,airport within the city won't cost a month to reach,You just need hours to get to the airport.,A month time is too long
969,a room could not accommodate one office of a company,Company starts offices all over the country,Offices cannot be started.
970,a box is too small for a family,Families do not live in boxes.,usually family live at home
971,people say goodbye when they apart,"When we met to someone we say ""nice to meet you"".",
972,a bag has no life and cannot walk,"A bag has no legs, and so cannot be walked, it must be carried.",usually human's walk aftr dinner
973,when something hurts it won't be comfortable,if your arm hurts you do not feel comfortable,if your arm is hurt it cannot be very comfortable
974,mother is not a job,Mother Is not a job,"Being a mother is not a job, it's the fact of having a child"
975,car won't start with the action of rowing,A boat is moved by rowing.,"cars don't have oars, to run a car you have to start the engine"
976,running burns calories in food,Running does not satisfy hunger.,"running doesn't affect how full you feel, if anything exercise should make you hungry"
977,a normal stomach can't hold 30 hamburgers,HAMBURGERS ONLY FOR USE CONSTRUCTION WORK,No one can reasonably eat 30 hamburgers in one meal.
978,bikes don't float on the river,You would ride a bike on land.,bike can be rode only on a road
979,water is liquid that people can't skate on,"It is not possible to skate on water, because it is a liquid and skaters need solid ice to skate on.",No one can skate on water.
980,a two-year-old baby can't even take care of himself,Two year olds don't work.,The legal age for one to start working is 18
981,a class doesn't need so many teachers,there went to be a meeting,there are not sixty teachers in this class
982,people usually sleep in the dark,people sleep better in the dark,after turned off light only we can sleep
983,the head doesn't have enough space and nutrition to plant corn on,corn cannot be planted on a person't head,corn can be planted in the field
984,leaves age and no longer stay green in autumn,In autumn leaves not in green color,"Leaves are usually green in spring / summer, and turn yellow-brown in autumn"
985,there are many buses after the first bus,if the first bus was missed they could have gotten the next one instead of a taxi,They could simply have taken the second bus
986,cups are not containers for cookies,Cookies aren't liquid and aren't served in cups.,SHE WILL MADE IN SUP OF COOKIES
987,snakes are not sold in a supermarket,snakes are not sold in supermarket as they are dangerous,Snakes are not domestic animals and are not sold in a supermarket.
988,apple can't get water and nutrition under the tree,The apple grew on the tree branches,the apple can't grew under the tree
989,van can't be heated as a food container,Van is transportation vehicle,FOOD DID NOT COOKED IN A VAN
990,dictionary requires a lot of work and can't be written in one day,he write a dictionary everyday,he writting a dictionary yesterday
991,people don't donate each coin they have,"People donate some of their money, not all of it.",He lost all his money in gambling.
992,exhibits are not for sale,Museum exhibits may not be taken off the premises.,"Exhibit design (or exhibition design) is the process of developing an exhibit—from a concept through to a physical, three-dimensional exhibition. ... There are many different types of exhibit, ranging from museum exhibitions, to retail and trades show spaces, to themed attractions, zoos, and visitor centers."
993,a goal only makes the situation better,A scored goal results in a win.,Losing goal will not score.
994,radio is invisible,Watching can be done only through monitors.,Radio is an audio device
995,a tree is not suitable to sleep in,People sleep in beds and do not ordinarily sleep in trees.,a tree is not a bed
996,being energetic is a good condition for driving,driving has nothing to do with energy,"drivers should not drive when they're tired, driving with energy is fine"
997,pajama is too small to accommodate an elephant,an elephant is very large and couldn't possibly fit in your pyjamas,Elephant is too big to be found in a pajama.
998,"the ear can't see the new design, therefore, feel nothing about it",the new product catches readers eye,new product is getting mouth publicity
999,the goal of climbing a mountain is to reach the top,There is no where further to climb past the top.,They must climb the mountain first to reach the top.
1000,a comb isn't sharp enough to cut hair,Scissors can cut hair.,combs comb the hair
1001,people shouldn't be noisy in libraries,Library is a place where silence has to be maintained,It is traditional to keep quiet in a library.
1002,colors on the handle are of no use in opening the door,you cant grab a door,IF PAINTING THE STRAP BEFORE OPENING THE DOOR GOES TO ERASE THE PAINT
1003,security officers stop other people from robbing banks,Only robbers rob the bank,The security officer will protect the bank not rob the bank.
1004,a course needs to be passed only once,because he is bright,Courses are generally completed after passing once.
1005,a hat is not a proper place to put money in,"If you put your money into your hat, it will fall.",He put money into his wallet.
1006,people in a movie are called actors or actresses,the new movie of the singer is flop,SINGER IS NOT RELASED IN NEW MOVIES
1007,the police officer won't have any intimacy with a robber,Police officer will arrest the robber.,police officer usually shoots the robber in the leg
1008,tigers shouldn't appear in public places like hospitals,He went to hospital unexpectedly saw a tiger.,"tigers are in the wild and zoos, not in hospitals"
1009,a fish tank is too small for a person to swim in,Fish tanks are only for fish not humans.,A fish tank is too small for a human to swim in.
1010,a day is too short to make a vow,Vows are forever.,He wouldn't need to vow if it were just for one day.
1011,people won't get grades to pass the course if they skip the exam,"If you want to pass a course, you should take all the exams.",final exam is the most important one to pass the course
1012,good news won't make people feel depressed,People are happy after hearing a good news,"Good news inspires happiness, not depression."
1013,a movie is not written but filmed,The writer won an award for his new novel.,the writer won an award for his new movie
1014,it's hard to capture everyone on earth in one picture,he take a photo of all human beings,he took a photo of all human belings
1015,selfish actions are bad behaviors that are not appreciated,A selfish action would not inspire gratitude.,No one will thank you for a selfish action.
1016,reporters collect news and they don't award,"A reporter wouldn't be awarding an Olympic champion, interviewing maybe.",the reporter awarded the Olympic champion
1017,hiss is made to bad presentations or expressions,A speech cannot be interrupted by a hiss.,If it was impressive most likely no one would hiss and that sound is also not a common response.
1018,people tend to avoid things in nightmares happen,Nightmares are unpleasant experiences which most normal people would not wish to make come true.,HE STRUGGLED TO MAKE HIS NIGHTMARE COME TRUE
1019,high salary attracts people to stick to their job,since he get high salary he will not change his job.,"He would want to keep his job, if he had a high salary."
1020,dentists are usually not good at stomach diseases,I got a stomachache and went to the dentist's,Dentists could treat only the teeth
1021,email is fast to deliver messages,to much long,email can be received within seconds
1022,some of the cake should be eaten by the birthday star,If he is celebrating he should be eating with her not eating it by himself.,You have a party to celebrate a birthday.
1023,"if the bullet misses, the target won't be injured",Bullet is used to kill.,"If he escaped the bullet, he lived."
1024,chalks are lifeless and unable to read anything,the chalk should not  read an interesting story to the students,"The chalk is not a human being, does not have a mouth so it cannot read."
1025,treasure can only be inherited from people born earlier,treasure is found not inherited,The estate is inherited from his descendants.
1026,a plate is too fragile to play with a dog,he threw a bone for his dog to catch,he threw a plate for his dog to catch
1027,running shoes are necessary for jogging,Before jogging we put on running shoes.,"Before jogging, a person would need to put running shoes on."
1028,pages come later have larger page numbers,continuity happens only after the first page finishes,Books are read to the last page.
1068,good grade can't be achieved in a short time,,
1148,bus stop can't accommodate anyone,Bus stop where buses stops there we can't live,
1189,a bank doesn't have a river and a person can't walk on a river,People cannot walk on water.,
1268,someone¡®s pets don't understand his show-off,His pets will not know what he is talking about,pets do not understand test grades
1343,people usually do not married with another one they don't like,You don't marry someone you hate,
1522,we don't use hand to walk,hands aren't used for walking,People don’t use their hands to walk
1585,butchers only sell meat products,,
1605,driving doesn't require drivers to balance themselves,Driving a car doesn’t require balance.,You don't need to balance to drive a car.
1620,speaking to mother is a normal thing,"Having talks with parents is nothing out of the ordinary, and therefore isn’t much of an honor.",talking to your mother would be normal not a great honor
1626,nobody will pay you for sleeping,"  No way to make money without producing, just sleeping",We earn money from the work that we are employed in.
1760,skirts can be worn on boys,All boys are well dressed now a days,Boys don't generally wear dresses anywhere.
1767,the malignant tumor kills the patients easily,Malignant tumors are often fatal.,malignant tumors are normally fatal
1776,air conditioning can warm up a room,  In cold weather a heater is used,Air conditioning isn't needed when it's already cold.
1807,the distance between China and America is too long to walk,"You can’t walk from China to America, it’s not possible","To travel from China to the US you have to swim, you can't walk"
1810,being late for school is a violation of regulations,Being late is not a good thing.,Teachers aren’t happy when you are always late for school
1818,it is too cold to eat ice cream in winter,More people eat ice cream in hot weather.,"Summer is the time for ice cream because it’s hot, winter is too cold for ice cream"
1836,drinking before the game will make the player performs worse,Alcohol decreases player performance and reaction abilities,Players aren’t allowed to drink alcohol before a game
1840,a gym is too heavy for humans to lift,You can lift at the gym but you can’t physically life the gym,A gym cannot be lifted by a person.
1842,you don't own the thing you borrowed,You can't sell a car you've borrowed.,You can’t sell a car you don’t own
1846,salt food has little to do with gaining weight,Salt does not make you gain weight.,
1852,safety check before taking a taxi is meaningless,There is no reason for a safety check.,
1858,the fire is too hot to cool anything,"Fire is hot, it won't cool you down.",Fire is hot so you wouldn’t jump in it to cool yourself off
1896,pigs are mammals,Pigs don’t lay eggs,Pigs do not lay eggs.
1900,The future is unpredictable,News papers don't predict the future.,"Newspapers tell you what’s happening right now, they don’t tell you the future"
1909,sleeping too much is unhealthy,"Sleeping doesn’t make you fit, working out does",Sleeping does not keep you fit.
1910,it's very hot in the summer,It is hot during the summer.,It’s hot in the summer
1913,rocks will not burn,Rocks don’t catch fire,You can't light rocks on fire.
1919,resting is not a kind of exercise,Resting is the opposite of exercise and does not involve physical activity.,"Resting isn’t exercise at all, resting is what you do after you exercise"
1923,people usually enjoy eating nice food,Nice food wont make someone sick.,He wouldnt throw up food he doesn’t like.
1926,you cannot write on a cake,You can't write with cake.,"You eat a piece of cake, you can’t write with it"
1936,a picture has nothing to do with air tightness in a ball,A picture can’t make a beach ball leak air,Air escapes a beach ball due to a hole or compromise in the ball's material/structural integrity.
1963,a book adapted in to a movie is usually popular,The book can still be sold.,
1974,wallet stores don't sell wallets with cash in it,You can’t get cash from a wallet store,"wallet stores would sell wallets, not give you cash"
1982,my doll needs not eating,Dolls are toys and don’t eat,Dolls do not eat.
1983,houses are too heavy for human beings to carry,"A house is much too heavy to lift, or carry.",You can’t physically carry a house
1994,a hospital is designed for patients,You can’t live in a hospital,People don't live in a hospital during a business trip.
1995,birds cannot live in the water,Parrots have lungs and can’t breathe under water,parrots cannot breathe under water
2011,a cat cannot speak French,Cats do not speak any language.,Cats can’t talk.
